排名,游戏名称,性价比得分,归一化时长,修正好评率,正向化价格
238,Bears Can't Drift!?,0.070492,0.012367,56.445801,0.013091
239,DCR: Drive.Crash.Repeat,0.068742,0.037102,50.622642,0.005747
240,Truck Mechanic Simulator 2015,0.068299,0.042403,48.404747,0.011804
241,Quantum Rush Champions,0.067771,0.043286,47.698308,0.011494
242,Motorcycle Club,0.067316,0.068021,32.588558,0.015964
243,Gear Gauntlet,0.065905,0.029152,50.622642,0.008940
244,Wheelie Life,0.065499,0.009717,53.598982,0.004789
245,JetX Space Edition,0.064898,0.014134,52.775571,0.000958
246,Rail Adventures,0.064476,0.024735,50.622642,0.008301
247,TearItUp? Remix,0.063497,0.020318,50.622642,0.013410
248,Muscle Car Robot,0.063165,0.022968,50.040881,0.009579
249,Fall Or Nothing,0.062913,0.019435,50.622642,0.004789
250,Ride with The Reaper,0.062450,0.015901,50.622642,0.013091
251,Camper Jumper Simulator,0.062267,0.045936,42.503628,0.004789
252,Baby Climbing,0.062226,0.016784,50.622642,0.001916
253,Moto Racer Collection,0.061948,0.045936,42.018082,0.011494
254,Project Motor Racing,0.061456,0.049470,36.128385,0.047254
255,Mountain Rescue Simulator,0.061380,0.048587,40.182390,0.013410
256,Iceroyds!,0.060839,0.008834,50.622642,0.003512
257,A Car That Turns,0.060512,0.006184,50.622642,0.003512
258,Sky Fury,0.060477,0.006184,50.622642,0.001916
259,Hit! Spin! Watermelon Party,0.060288,0.000000,50.622642,0.010536
260,Racer 8,0.060240,0.043286,41.967682,0.006705
261,Mini Drifters: World Racing '89,0.060134,0.001767,50.622642,0.003512
262,Tail Drift,0.059898,0.037986,43.819407,0.004789
263,Multirotor Sim 2,0.059730,0.006184,50.040881,0.007024
264,How To Be A Real Dude,0.059712,0.007067,49.962264,0.007024
265,Family Arcade,0.057353,0.057420,30.794168,0.000000
266,Road Rage,0.056476,0.048587,35.869519,0.011814
267,Cargo Truck Racer,0.054518,0.046820,35.415094,0.003512
268,Rolling Ball : Sphere Guider,0.053409,0.055654,27.409704,0.000000
269,驾考家园,0.053201,0.051237,30.794168,0.010536
270,Snowboard League,0.053177,0.019435,43.819407,0.013410
271,Across Flash,0.051635,0.015018,43.819407,0.004789
